Location,Type of ownership,Rating,Salary,Cost of Living Index,Adjusted salary
"New York, NY",Nonprofit Organization,3.2,51500.0,1.28,40234
"New York, NY",Nonprofit Organization,3.8,51500.0,1.28,40234
"New York, NY",Company - Private,3.4,51500.0,1.28,40234
"New York, NY",Subsidiary or Business Segment,4.1,51500.0,1.28,40234
"New York, NY",Company - Private,3.9,51500.0,1.28,40234
"New York, NY",Company - Private,3.9,51500.0,1.28,40234
"New York, NY",Company - Private,4.4,51500.0,1.28,40234
"New York, NY",Company - Private,3.7,51500.0,1.28,40234
"New York, NY",Company - Public,4.0,51500.0,1.28,40234
"New York, NY",Company - Private,4.4,51500.0,1.28,40234
"New York, NY",Hospital,4.0,51500.0,1.28,40234
"New York, NY",Nonprofit Organization,3.7,51500.0,1.28,40234
"New York, NY",Company - Private,3.0,51500.0,1.28,40234
"New York, NY",Company - Private,3.6,51500.0,1.28,40234
"New York, NY",Subsidiary or Business Segment,3.8,51500.0,1.28,40234
"New York, NY",Nonprofit Organization,3.8,51500.0,1.28,40234
"New York, NY",Nonprofit Organization,3.9,51500.0,1.28,40234
"New York, NY",Company - Private,4.9,51500.0,1.28,40234
"New York, NY",Company - Public,4.4,51500.0,1.28,40234
"New York, NY",Company - Public,-1.0,51500.0,1.28,40234
"New York, NY",Company - Public,3.3,51500.0,1.28,40234
"New York, NY",Company - Private,3.5,51500.0,1.28,40234
"New York, NY",Unknown,3.8,51500.0,1.28,40234
"New York, NY",Company - Private,4.0,51500.0,1.28,40234
"New York, NY",Company - Private,5.0,51500.0,1.28,40234
"New York, NY",Company - Private,4.8,51500.0,1.28,40234
"New York, NY",Company - Private,3.7,51500.0,1.28,40234
"New York, NY",Company - Private,4.7,51500.0,1.28,40234
"New York, NY",Contract,3.5,66500.0,1.28,51953
"New York, NY",Company - Private,3.2,66500.0,1.28,51953
"New York, NY",Unknown,-1.0,66500.0,1.28,51953
"New York, NY",Company - Public,3.7,66500.0,1.28,51953
"New York, NY",Company - Public,-1.0,66500.0,1.28,51953
"New York, NY",Company - Private,3.6,66500.0,1.28,51953
"New York, NY",Hospital,4.0,66500.0,1.28,51953
"New York, NY",Nonprofit Organization,4.6,66500.0,1.28,51953
"New York, NY",Company - Private,-1.0,66500.0,1.28,51953
"New York, NY",Company - Public,-1.0,66500.0,1.28,51953
"New York, NY",Company - Private,5.0,66500.0,1.28,51953
"New York, NY",Company - Private,4.0,66500.0,1.28,51953
"New York, NY",Company - Private,3.0,66500.0,1.28,51953
"New York, NY",Company - Private,2.9,66500.0,1.28,51953
"New York, NY",Company - Private,4.0,66500.0,1.28,51953
"New York, NY",Company - Private,3.6,66500.0,1.28,51953
"New York, NY",Company - Private,4.9,66500.0,1.28,51953
"New York, NY",Company - Public,3.9,66500.0,1.28,51953
"New York, NY",Company - Public,4.0,66500.0,1.28,51953
"New York, NY",Company - Private,3.8,66500.0,1.28,51953
"New York, NY",Company - Private,3.6,66500.0,1.28,51953
"New York, NY",Unknown,-1.0,66500.0,1.28,51953
"New York, NY",Company - Public,4.0,66500.0,1.28,51953
"New York, NY",Company - Private,3.2,66500.0,1.28,51953
"New York, NY",Company - Private,3.8,66500.0,1.28,51953
"New York, NY",Company - Private,3.9,66500.0,1.28,51953
"New York, NY",Company - Private,4.8,69500.0,1.28,54296
"New York, NY",Company - Public,3.6,69500.0,1.28,54296
"New York, NY",Company - Public,3.6,69500.0,1.28,54296
"New York, NY",Company - Public,3.6,69500.0,1.28,54296
"New York, NY",Company - Public,4.1,69500.0,1.28,54296
"New York, NY",Company - Public,3.9,69500.0,1.28,54296
"New York, NY",Company - Private,3.0,69500.0,1.28,54296
"New York, NY",Company - Private,3.7,69500.0,1.28,54296
"New York, NY",Unknown,-1.0,69500.0,1.28,54296
"New York, NY",Company - Private,3.9,69500.0,1.28,54296
"New York, NY",Company - Private,3.7,69500.0,1.28,54296
"New York, NY",Company - Private,-1.0,69500.0,1.28,54296
"New York, NY",Company - Public,3.6,69500.0,1.28,54296
"New York, NY",Company - Public,3.7,69500.0,1.28,54296
"New York, NY",Company - Private,3.6,69500.0,1.28,54296
"New York, NY",Government,4.1,69500.0,1.28,54296
"New York, NY",Company - Public,3.5,69500.0,1.28,54296
"New York, NY",Company - Private,5.0,69500.0,1.28,54296
"New York, NY",Company - Private,4.0,69500.0,1.28,54296
"New York, NY",Company - Private,4.8,69500.0,1.28,54296
"New York, NY",Company - Private,5.0,69500.0,1.28,54296
"New York, NY",Company - Private,3.3,69500.0,1.28,54296
"New York, NY",Company - Private,4.1,69500.0,1.28,54296
"New York, NY",Company - Private,4.0,69500.0,1.28,54296
"New York, NY",Company - Private,-1.0,69500.0,1.28,54296
"New York, NY",Company - Private,1.0,69500.0,1.28,54296
"New York, NY",Company - Private,3.1,69500.0,1.28,54296
"New York, NY",Company - Private,4.5,69500.0,1.28,54296
"New York, NY",Nonprofit Organization,3.4,69500.0,1.28,54296
"New York, NY",Unknown,-1.0,69000.0,1.28,53906
"New York, NY",Company - Public,3.6,69000.0,1.28,53906
"New York, NY",Company - Public,4.1,69000.0,1.28,53906
"New York, NY",Company - Private,4.4,69000.0,1.28,53906
"New York, NY",Company - Private,3.2,69000.0,1.28,53906
"New York, NY",Company - Private,-1.0,69000.0,1.28,53906
"New York, NY",Company - Private,3.8,69000.0,1.28,53906
"New York, NY",Nonprofit Organization,2.3,69000.0,1.28,53906
"New York, NY",Company - Public,3.8,69000.0,1.28,53906
"New York, NY",Company - Private,4.6,69000.0,1.28,53906
"New York, NY",Company - Public,3.0,69000.0,1.28,53906
"New York, NY",Company - Public,3.9,69000.0,1.28,53906
"New York, NY",Company - Private,4.2,69000.0,1.28,53906
"New York, NY",Company - Private,5.0,69000.0,1.28,53906
"New York, NY",Company - Private,4.0,69000.0,1.28,53906
"New York, NY",Company - Public,3.7,69000.0,1.28,53906
"New York, NY",Company - Public,3.5,69000.0,1.28,53906
"New York, NY",Subsidiary or Business Segment,2.8,69000.0,1.28,53906
"New York, NY",Company - Private,5.0,69000.0,1.28,53906
"New York, NY",Nonprofit Organization,3.4,69000.0,1.28,53906
"New York, NY",Company - Private,-1.0,69000.0,1.28,53906
"New York, NY",Nonprofit Organization,3.2,69000.0,1.28,53906
"New York, NY",Other Organization,3.8,72000.0,1.28,56250
"New York, NY",Company - Private,3.5,72000.0,1.28,56250
"New York, NY",Company - Private,3.5,72000.0,1.28,56250
"New York, NY",Company - Private,5.0,72000.0,1.28,56250
"New York, NY",Company - Public,3.7,72000.0,1.28,56250
"New York, NY",Company - Private,3.3,72000.0,1.28,56250
"New York, NY",Company - Private,2.9,72000.0,1.28,56250
"New York, NY",Company - Public,3.6,72000.0,1.28,56250
"New York, NY",Nonprofit Organization,3.2,72000.0,1.28,56250
"New York, NY",Company - Private,3.1,72000.0,1.28,56250
"New York, NY",Company - Private,4.0,72000.0,1.28,56250
"New York, NY",Company - Private,4.3,72000.0,1.28,56250
"New York, NY",Subsidiary or Business Segment,4.1,72000.0,1.28,56250
"New York, NY",Subsidiary or Business Segment,3.1,72000.0,1.28,56250
"New York, NY",Company - Private,3.0,72000.0,1.28,56250
"New York, NY",Company - Private,2.9,72000.0,1.28,56250
"New York, NY",College / University,3.9,72000.0,1.28,56250
"New York, NY",Company - Private,4.2,72000.0,1.28,56250
"New York, NY",Nonprofit Organization,4.2,72000.0,1.28,56250
"New York, NY",Company - Private,-1.0,72000.0,1.28,56250
"New York, NY",Company - Private,5.0,72000.0,1.28,56250
"New York, NY",Company - Public,3.9,72000.0,1.28,56250
"New York, NY",Company - Private,2.9,72000.0,1.28,56250
"New York, NY",Hospital,4.0,59500.0,1.28,46484
"New York, NY",Company - Private,3.6,59500.0,1.28,46484
"New York, NY",Hospital,3.4,59500.0,1.28,46484
"New York, NY",Unknown,-1.0,59500.0,1.28,46484
"New York, NY",Company - Private,3.3,59500.0,1.28,46484
"New York, NY",Company - Private,3.2,59500.0,1.28,46484
"New York, NY",Nonprofit Organization,3.8,59500.0,1.28,46484
"New York, NY",Unknown,-1.0,59500.0,1.28,46484
"New York, NY",Hospital,3.4,59500.0,1.28,46484
"New York, NY",Nonprofit Organization,3.2,59500.0,1.28,46484
"New York, NY",Company - Private,3.3,59500.0,1.28,46484
"New York, NY",Unknown,-1.0,59500.0,1.28,46484
"New York, NY",Company - Private,3.8,59500.0,1.28,46484
"New York, NY",Company - Private,3.3,59500.0,1.28,46484
"New York, NY",Subsidiary or Business Segment,4.1,59500.0,1.28,46484
"New York, NY",Company - Private,2.9,59500.0,1.28,46484
"New York, NY",Company - Private,3.4,59500.0,1.28,46484
"New York, NY",Company - Private,3.9,59500.0,1.28,46484
"New York, NY",Nonprofit Organization,2.3,59500.0,1.28,46484
"New York, NY",Company - Public,3.6,59500.0,1.28,46484
"New York, NY",Unknown,-1.0,59500.0,1.28,46484
"New York, NY",Company - Public,3.8,59500.0,1.28,46484
"New York, NY",Company - Private,3.7,59500.0,1.28,46484
"New York, NY",Company - Private,-1.0,59500.0,1.28,46484
"New York, NY",Company - Public,3.6,59500.0,1.28,46484
"New York, NY",Company - Private,4.0,85000.0,1.28,66406
"New York, NY",Company - Private,4.1,85000.0,1.28,66406
"New York, NY",Company - Private,4.5,85000.0,1.28,66406
"New York, NY",Company - Private,3.7,85000.0,1.28,66406
"New York, NY",Company - Private,3.1,85000.0,1.28,66406
"New York, NY",Company - Public,3.7,85000.0,1.28,66406
"New York, NY",Nonprofit Organization,3.2,85000.0,1.28,66406
"New York, NY",Company - Public,3.6,85000.0,1.28,66406
"New York, NY",Company - Public,3.7,85000.0,1.28,66406
"New York, NY",Company - Private,3.1,85000.0,1.28,66406
"New York, NY",Company - Public,3.8,85000.0,1.28,66406
"New York, NY",Nonprofit Organization,4.1,85000.0,1.28,66406
"New York, NY",Hospital,3.8,85000.0,1.28,66406
"New York, NY",Nonprofit Organization,3.7,85000.0,1.28,66406
"New York, NY",Company - Private,3.3,85000.0,1.28,66406
"New York, NY",Company - Private,3.4,85000.0,1.28,66406
"New York, NY",Nonprofit Organization,3.2,85000.0,1.28,66406
"New York, NY",Company - Private,-1.0,85000.0,1.28,66406
"New York, NY",Unknown,-1.0,85000.0,1.28,66406
"New York, NY",Company - Private,5.0,85000.0,1.28,66406
"New York, NY",Company - Private,3.6,85000.0,1.28,66406
"New York, NY",Company - Private,3.0,85000.0,1.28,66406
"New York, NY",Nonprofit Organization,3.5,85000.0,1.28,66406
"New York, NY",Company - Private,1.0,85000.0,1.28,66406
"New York, NY",Company - Private,5.0,59500.0,1.28,46484
"New York, NY",Company - Private,5.0,59500.0,1.28,46484
"New York, NY",Company - Private,3.8,59500.0,1.28,46484
"New York, NY",Company - Private,4.1,59500.0,1.28,46484
"New York, NY",Unknown,-1.0,59500.0,1.28,46484
"New York, NY",Company - Private,3.5,59500.0,1.28,46484
"New York, NY",Company - Public,3.7,59500.0,1.28,46484
"New York, NY",Company - Public,4.0,59500.0,1.28,46484
"New York, NY",Company - Public,3.4,59500.0,1.28,46484
"New York, NY",Company - Private,-1.0,59500.0,1.28,46484
"New York, NY",Company - Private,3.4,59500.0,1.28,46484
"New York, NY",Company - Private,4.1,59500.0,1.28,46484
"New York, NY",Company - Private,4.2,59500.0,1.28,46484
"New York, NY",Unknown,-1.0,59500.0,1.28,46484
"New York, NY",Company - Public,2.7,59500.0,1.28,46484
"New York, NY",Company - Private,4.5,59500.0,1.28,46484
"New York, NY",Company - Public,3.5,59500.0,1.28,46484
"New York, NY",Company - Private,-1.0,59500.0,1.28,46484
"New York, NY",Nonprofit Organization,3.1,59500.0,1.28,46484
"New York, NY",Company - Public,3.9,59500.0,1.28,46484
"New York, NY",Company - Public,3.2,66500.0,1.28,51953
"New York, NY",Company - Private,3.3,66500.0,1.28,51953
"New York, NY",Company - Public,3.6,66500.0,1.28,51953
"New York, NY",Nonprofit Organization,3.1,66500.0,1.28,51953
"New York, NY",College / University,3.9,66500.0,1.28,51953
"New York, NY",Company - Public,4.0,66500.0,1.28,51953
"New York, NY",Company - Private,3.9,66500.0,1.28,51953
"New York, NY",Company - Public,3.8,100000.0,1.28,78125
"New York, NY",Company - Private,4.9,100000.0,1.28,78125
"New York, NY",Unknown,-1.0,100000.0,1.28,78125
"New York, NY",Company - Public,3.6,100000.0,1.28,78125
"New York, NY",Unknown,-1.0,100000.0,1.28,78125
"New York, NY",Company - Public,3.2,100000.0,1.28,78125
"New York, NY",Company - Private,2.9,100000.0,1.28,78125
"New York, NY",Company - Private,2.3,100000.0,1.28,78125
"New York, NY",Company - Private,-1.0,100000.0,1.28,78125
"New York, NY",Company - Private,4.2,100000.0,1.28,78125
"New York, NY",Company - Private,3.1,100000.0,1.28,78125
"New York, NY",Nonprofit Organization,3.9,100000.0,1.28,78125
"New York, NY",Company - Private,4.5,100000.0,1.28,78125
"New York, NY",Company - Private,4.0,87000.0,1.28,67968
"New York, NY",Company - Private,2.6,87000.0,1.28,67968
"New York, NY",Company - Private,-1.0,87000.0,1.28,67968
"New York, NY",Company - Private,3.9,87000.0,1.28,67968
"New York, NY",Company - Public,3.8,87000.0,1.28,67968
"New York, NY",Company - Public,5.0,87000.0,1.28,67968
"New York, NY",Company - Private,3.8,87000.0,1.28,67968
"New York, NY",Company - Private,3.9,87000.0,1.28,67968
"New York, NY",Unknown,-1.0,87000.0,1.28,67968
"New York, NY",Company - Private,4.8,87000.0,1.28,67968
"New York, NY",Company - Public,3.8,87000.0,1.28,67968
"New York, NY",Nonprofit Organization,3.1,39500.0,1.28,30859
"New York, NY",Company - Private,3.5,39500.0,1.28,30859
"New York, NY",Company - Private,4.0,39500.0,1.28,30859
"New York, NY",Company - Public,3.2,39500.0,1.28,30859
"New York, NY",Company - Public,3.3,39500.0,1.28,30859
"New York, NY",Company - Public,3.6,39500.0,1.28,30859
"New York, NY",Company - Private,-1.0,39500.0,1.28,30859
"New York, NY",Company - Private,3.6,39500.0,1.28,30859
"New York, NY",Company - Private,4.3,39500.0,1.28,30859
"New York, NY",Company - Private,4.0,39500.0,1.28,30859
"New York, NY",Subsidiary or Business Segment,3.7,39500.0,1.28,30859
"New York, NY",Nonprofit Organization,3.1,39500.0,1.28,30859
"New York, NY",Unknown,-1.0,39500.0,1.28,30859
"New York, NY",Subsidiary or Business Segment,4.1,39500.0,1.28,30859
"New York, NY",Company - Private,3.4,39500.0,1.28,30859
"New York, NY",Company - Private,4.8,39500.0,1.28,30859
"New York, NY",Company - Public,3.2,39500.0,1.28,30859
"New York, NY",Hospital,3.8,39500.0,1.28,30859
"New York, NY",Company - Private,4.0,58000.0,1.28,45312
"New York, NY",Company - Private,3.5,58000.0,1.28,45312
"New York, NY",Company - Private,4.1,58000.0,1.28,45312
"New York, NY",Nonprofit Organization,3.1,58000.0,1.28,45312
"New York, NY",Nonprofit Organization,3.1,58000.0,1.28,45312
"New York, NY",Company - Private,3.9,58000.0,1.28,45312
"New York, NY",Nonprofit Organization,3.2,58000.0,1.28,45312
"New York, NY",Company - Public,3.8,58000.0,1.28,45312
"New York, NY",Company - Public,3.5,58000.0,1.28,45312
"New York, NY",Unknown,-1.0,58000.0,1.28,45312
"New York, NY",Company - Private,3.6,58000.0,1.28,45312
"New York, NY",Company - Public,3.9,58000.0,1.28,45312
"New York, NY",Company - Private,-1.0,58000.0,1.28,45312
"New York, NY",Nonprofit Organization,2.4,58000.0,1.28,45312
"New York, NY",Company - Private,4.0,58000.0,1.28,45312
"New York, NY",Company - Private,4.0,58000.0,1.28,45312
"New York, NY",Company - Private,4.0,58000.0,1.28,45312
"New York, NY",Nonprofit Organization,3.2,58000.0,1.28,45312
"New York, NY",Company - Private,2.5,58000.0,1.28,45312
"New York, NY",Company - Public,3.9,104500.0,1.28,81640
"New York, NY",Nonprofit Organization,2.4,104500.0,1.28,81640
"New York, NY",Company - Private,2.8,104500.0,1.28,81640
"New York, NY",Company - Private,4.4,104500.0,1.28,81640
"New York, NY",Company - Private,4.8,104500.0,1.28,81640
"New York, NY",Company - Public,2.8,104500.0,1.28,81640
"New York, NY",Company - Private,5.0,104500.0,1.28,81640
"New York, NY",Company - Public,3.7,104500.0,1.28,81640
"New York, NY",Company - Private,4.0,104500.0,1.28,81640
"New York, NY",Company - Private,4.2,104500.0,1.28,81640
"New York, NY",Unknown,-1.0,104500.0,1.28,81640
"New York, NY",Nonprofit Organization,2.0,104500.0,1.28,81640
"New York, NY",Company - Public,-1.0,104500.0,1.28,81640
"New York, NY",Unknown,-1.0,104500.0,1.28,81640
"New York, NY",Company - Private,5.0,104500.0,1.28,81640
"New York, NY",Company - Private,3.4,104500.0,1.28,81640
"New York, NY",Subsidiary or Business Segment,2.8,104500.0,1.28,81640
"New York, NY",Company - Private,4.5,104500.0,1.28,81640
"New York, NY",Hospital,4.0,104500.0,1.28,81640
"New York, NY",Company - Private,3.2,106000.0,1.28,82812
"New York, NY",Company - Public,2.8,106000.0,1.28,82812
"New York, NY",Hospital,3.4,106000.0,1.28,82812
"New York, NY",Company - Private,3.5,106000.0,1.28,82812
"New York, NY",Company - Private,3.7,106000.0,1.28,82812
"New York, NY",Company - Public,3.6,106000.0,1.28,82812
"New York, NY",Nonprofit Organization,2.7,106000.0,1.28,82812
"New York, NY",Company - Private,2.5,106000.0,1.28,82812
"New York, NY",Company - Private,4.4,106000.0,1.28,82812
"New York, NY",Company - Private,4.3,106000.0,1.28,82812
"New York, NY",Company - Private,5.0,106000.0,1.28,82812
"New York, NY",Company - Private,4.4,106000.0,1.28,82812
"New York, NY",Company - Public,5.0,106000.0,1.28,82812
"New York, NY",Unknown,3.4,106000.0,1.28,82812
"New York, NY",Company - Private,4.2,106000.0,1.28,82812
"New York, NY",Company - Private,3.4,106000.0,1.28,82812
"New York, NY",Company - Private,3.1,106000.0,1.28,82812
"New York, NY",Company - Private,4.0,106000.0,1.28,82812
"New York, NY",Company - Private,4.3,72000.0,1.28,56250
"New York, NY",Unknown,3.4,72000.0,1.28,56250
"New York, NY",Company - Private,-1.0,72000.0,1.28,56250
"New York, NY",Unknown,-1.0,72000.0,1.28,56250
"New York, NY",Company - Private,5.0,72000.0,1.28,56250
"New York, NY",Company - Public,3.2,72000.0,1.28,56250
"New York, NY",Company - Private,3.1,72000.0,1.28,56250
"New York, NY",Company - Private,3.4,72000.0,1.28,56250
"Salt Lake City, UT",Government,-1.0,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",College / University,4.2,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,3.6,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.3,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Public,4.0,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.3,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.5,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.6,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Public,4.0,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.1,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,3.6,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,2.6,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Public,3.6,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,2.9,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Public,3.4,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Unknown,-1.0,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.5,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Unknown,-1.0,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,5.0,36500.0,1.0590000000000002,34466
"Salt Lake City, UT",Company - Private,4.0,45000.0,1.0590000000000002,42492
"Salt Lake City, UT",Company - Private,2.9,45000.0,1.0590000000000002,42492
"Salt Lake City, UT",Company - Private,4.2,45000.0,1.0590000000000002,42492
"Visalia, CA",School / School District,3.7,64000.0,1.036,61776
"Hanford, CA",Nonprofit Organization,3.3,64000.0,1.054,60721
"Virginia Beach, VA",Company - Private,3.1,56000.0,0.99,56565
"Gainesville, FL",Company - Private,5.0,42000.0,0.973,43165
"Gainesville, FL",Company - Private,5.0,42000.0,0.973,43165
"Gainesville, FL",College / University,4.3,42000.0,0.973,43165
"Gainesville, FL",Nonprofit Organization,3.1,42000.0,0.973,43165
"Gainesville, FL",Company - Private,5.0,42000.0,0.973,43165
"Gainesville, FL",Company - Private,5.0,42000.0,0.973,43165
"Gainesville, FL",Nonprofit Organization,3.3,42000.0,0.973,43165
"Los Angeles, CA",Company - Private,3.7,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,5.0,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,5.0,79000.0,1.406,56187
"Los Angeles, CA",Subsidiary or Business Segment,5.0,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,3.6,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,4.3,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,3.2,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,4.5,79000.0,1.406,56187
"Los Angeles, CA",Company - Private,4.3,79000.0,1.406,56187
"Los Angeles, CA",Contract,-1.0,79000.0,1.406,56187
